title,url,price,location,property_type,area,bedrooms,bathrooms,status,furnishing,posted_on,agent_name,specs,latitude,longitude,gmaps_formatted_address
"House and Lot For Rent in Muntinlupa, Metro Manila",https://lifenavi.com/ph/properties/muntinlupa/for-rent/house-and-lot/5br-house-and-lot-for-sale-in-ayala-alabang-village-ad-165-ln600868,"PHP 175,000/ month","Muntinlupa, Metro Manila",,600 m²,5+,5,Available from 16 Jul,,30 Oct 17:06,Housing I.,"['PHP 175,000/ month', '/ month', 'Muntinlupa, Metro Manila', 'Bedrooms:', '5+', 'Area:', '600 m²', 'Bathrooms:', '5', 'Available from:', '16 Jul']",14.3945297,121.0448342,"Muntinlupa, Metro Manila, Philippines"
"House and Lot For Rent in Cottonwood Street., Antipolo",https://lifenavi.com/ph/properties/antipolo/for-rent/house-and-lot/house-and-lot-for-sale-in-sunvalley-subdivision-antipolo-city-ad-164-ln473843,"PHP 30,800,000/ month","Cottonwood Street., Antipolo, Calabarzon, 1870",,228 m²,4,4,Available from 16 Jul,,30 Oct 17:06,Housing I.,"['PHP 30,800,000/ month', '/ month', 'Cottonwood Street., Antipolo, Calabarzon, 1870', 'Bedrooms:', '4', 'Area:', '228 m²', 'Bathrooms:', '4', 'Available from:', '16 Jul']",14.6454101,121.1844572,"Cottonwood Street., San Juan, Antipolo, 1870 Rizal, Philippines"
"Condo For Sale in Estrella, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/fully-furnished-3br-unit-with-parking-for-sale-in-proscenium-at-rockwell-ad-163-ln702025,"PHP 90,000,000","Estrella, Makati City, Metro Manila",,224 m²,3,4,Available from 17 Jul,,30 Oct 17:06,Housing I.,"['PHP 90,000,000', 'Estrella, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '224 m²', 'Bathrooms:', '4', 'Available from:', '17 Jul']",14.5635098,121.0388541,"Estrella, Makati City, Metro Manila, Philippines"
"Condo For Sale in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-3br-unit-in-proscenium-at-rockwell-ad-162-ln650687,"PHP 88,000,000","Makati City, Metro Manila",,224 m²,3,1,Available from 17 Jul,,30 Oct 17:06,Housing I.,"['PHP 88,000,000', 'Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '224 m²', 'Bathrooms:', '1', 'Available from:', '17 Jul']",14.5573752,121.0227371,"Makati City, Metro Manila, Philippines"
"House and Lot For Sale in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-sale/house-and-lot/2-storey-house-and-lot-for-sale-in-afpovai-taguig-ad-161-ln280557,"PHP 80,000,000","Taguig, Metro Manila, 1630",,476 m²,5+,6+,Available from 17 Jul,,30 Oct 17:05,Housing I.,"['PHP 80,000,000', 'Taguig, Metro Manila, 1630', 'Bedrooms:', '5+', 'Area:', '476 m²', 'Bathrooms:', '6+', 'Available from:', '17 Jul']",14.5094544,121.0380542,"Taguig, 1630 Metro Manila, Philippines"
"House and Lot For Sale in 11c, Sunrise Hill, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/hosue-and-lot-for-sale-in-new-manila-quezon-ad-160-ln642969,"PHP 120,000,000","11c, Sunrise Hill, Quezon City, Metro Manila, 1100",,597 m²,5+,6+,Available from 17 Jul,,30 Oct 17:05,Housing I.,"['PHP 120,000,000', '11c, Sunrise Hill, Quezon City, Metro Manila, 1100', 'Bedrooms:', '5+', 'Area:', '597 m²', 'Bathrooms:', '6+', 'Available from:', '17 Jul']",14.6148003,121.0277487,"11c Sunrise Hill, Quezon City, 1100 Metro Manila, Philippines"
"House and Lot For Sale in Mandaluyong City, Metro Manila",https://lifenavi.com/ph/properties/mandaluyong-city/for-sale/house-and-lot/2-storey-4br-townhouse-for-sale-in-mandaluyong-ad-159-ln481759,"PHP 65,000,000","Mandaluyong City, Metro Manila",,133 m²,4,4,Available from 17 Jul,,30 Oct 17:05,Housing I.,"['PHP 65,000,000', 'Mandaluyong City, Metro Manila', 'Bedrooms:', '4', 'Area:', '133 m²', 'Bathrooms:', '4', 'Available from:', '17 Jul']",14.576268,121.0392436,"Mandaluyong City, Metro Manila, Philippines"
"Condo For Rent in McKinley Hill Drive, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/4br-house-for-rent-in-mckinley-hill-village-ad-158-ln773413,"PHP 350,000/ month","McKinley Hill Drive, Taguig, Metro Manila",,400 m²,4,4,Available from 17 Jul,,30 Oct 17:05,Housing I.,"['PHP 350,000/ month', '/ month', 'McKinley Hill Drive, Taguig, Metro Manila', 'Bedrooms:', '4', 'Area:', '400 m²', 'Bathrooms:', '4', 'Available from:', '17 Jul']",14.5371778,121.0553155,"McKinley Hill Dr, Pinagsama, Taguig, Metro Manila, Philippines"
"Condo For Rent in cor, 3rd Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-4br-unit-the-suites-ad-157-ln238495,"PHP 500,000/ month","cor, 3rd Avenue, Taguig, Metro Manila",,286 m²,4,4,Available from 1 Aug,,30 Oct 17:05,Housing I.,"['PHP 500,000/ month', '/ month', 'cor, 3rd Avenue, Taguig, Metro Manila', 'Bedrooms:', '4', 'Area:', '286 m²', 'Bathrooms:', '4', 'Available from:', '1 Aug']",14.484207,121.0512433,"3rd Ave, Bagumbayan, Taguig, Metro Manila, Philippines"
"Condo For Rent in 121, H V Dela Costa Sr, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/newly-renovated-3br-unit-with-parking-for-lease-in-salcedo-park-ad-156-ln803010,"PHP 100,000/ month","121, H V Dela Costa Sr, Makati City, Metro Manila, 1200",,180 m²,3,3,Available from 18 Jul,,30 Oct 17:05,Housing I.,"['PHP 100,000/ month', '/ month', '121, H V Dela Costa Sr, Makati City, Metro Manila, 1200', 'Bedrooms:', '3', 'Area:', '180 m²', 'Bathrooms:', '3', 'Available from:', '18 Jul']",14.5616124,121.0241484,"121 H.V. Dela Costa, Makati City, 1227 Metro Manila, Philippines"
"Office For Sale in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-sale/office/office-space-for-sale-in-high-street-south-corporate-plaza-i-ad-155-ln805931,"PHP 59,500,000","Taguig, Metro Manila",,182 m²,,,Vacant,Unfurnished,30 Oct 17:05,Housing I.,"['PHP 59,500,000', 'Taguig, Metro Manila', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '182 m²', 'Available from:', '18 Jul']",14.5306317,121.0575482,"Taguig, Metro Manila, Philippines"
"Condo For Sale in 56, Estrella, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/fully-furnished-3br-unit-with-parkings-for-sale-in-proscenium-at-rockwell-ad-154-ln775061,"PHP 90,000,000","56, Estrella, Makati City, Metro Manila",,224 m²,3,3,Available from 18 Jul,,30 Oct 17:05,Housing I.,"['PHP 90,000,000', '56, Estrella, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '224 m²', 'Bathrooms:', '3', 'Available from:', '18 Jul']",14.562112,121.0391933,"56 Estrella, Makati City, 1209 Metro Manila, Philippines"
"Condo For Sale in 56, Estrella, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/fully-furnished-2br-unit-with-2-parkings-for-sale-in-proscenium-residences-ad-152-ln303790,"PHP 52,000,000","56, Estrella, Makati City, Metro Manila",,121 m²,2,3,Available from 21 Jul,,30 Oct 17:05,Housing I.,"['PHP 52,000,000', '56, Estrella, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '121 m²', 'Bathrooms:', '3', 'Available from:', '21 Jul']",14.562112,121.0391933,"56 Estrella, Makati City, 1209 Metro Manila, Philippines"
"Condo For Sale in 777, Paseo de Roxas, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-3br-unit-galeria-de-magallanes-ad-150-ln147090,"PHP 25,000,000","777, Paseo de Roxas, Makati City, Metro Manila",,137.89 m²,3,3,Available from 21 Jul,,30 Oct 17:05,Housing I.,"['PHP 25,000,000', '777, Paseo de Roxas, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '137.89 m²', 'Bathrooms:', '3', 'Available from:', '21 Jul']",14.557446,121.0223558,"Solidbank Building, 777 Paseo de Roxas, Makati City, 1226 Metro Manila, Philippines"
"Condo For Rent in 28, Plaza Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-2br-unit-with-balcony-for-salelease-in-joya-lofts-and-towers-ad-149-ln186167,"PHP 110,000/ month","28, Plaza Drive, Makati City, Metro Manila",,93 m²,2,2,Available from 21 Jul,,30 Oct 17:05,Housing I.,"['PHP 110,000/ month', '/ month', '28, Plaza Drive, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '93 m²', 'Bathrooms:', '2', 'Available from:', '21 Jul']",14.5651714,121.0370271,"Rockwell, Makati, Joya Lofts & Towers, 28 Plaza Dr, Makati City, Metro Manila, Philippines"
"Condo For Rent in Cor, 11th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/semi-furnished-3br-unit-with-balcony-and-parking-for-lease-in-one-serendra-ad-148-ln923010,"PHP 450,000/ month","Cor, 11th Avenue, Taguig, Metro Manila",,409 m²,3,3,Available from 21 Jul,,30 Oct 17:05,Housing I.,"['PHP 450,000/ month', '/ month', 'Cor, 11th Avenue, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '409 m²', 'Bathrooms:', '3', 'Available from:', '21 Jul']",14.5224445,121.0575673,"11th Ave, Taguig, Metro Manila, Philippines"
"Condo For Rent in cor, 5th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-2br-the-beaufort-ad-147-ln161866,"PHP 125,000/ month","cor, 5th Avenue, Taguig, Metro Manila",,100 m²,2,2,Available from 22 Jul,,30 Oct 17:05,Housing I.,"['PHP 125,000/ month', '/ month', 'cor, 5th Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '100 m²', 'Bathrooms:', '2', 'Available from:', '22 Jul']",14.5490236,121.0469176,"5th Ave, Taguig, Metro Manila, Philippines"
"Condo For Rent in Cor, 11th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-1br-unit-with-parking-for-lease-in-one-serendra-ad-146-ln621648,"PHP 120,000/ month","Cor, 11th Avenue, Taguig, Metro Manila",,115 m²,1,1,Available from 22 Jul,,30 Oct 17:05,Housing I.,"['PHP 120,000/ month', '/ month', 'Cor, 11th Avenue, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '115 m²', 'Bathrooms:', '1', 'Available from:', '22 Jul']",14.5224445,121.0575673,"11th Ave, Taguig, Metro Manila, Philippines"
"House and Lot For Sale in 65, Castrillo, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/brandnew-house-and-lot-for-sale-in-white-plains-village-quezon-ad-145-ln118159,"PHP 179,000,000","65, Castrillo, Quezon City, Metro Manila",,500 m²,4,4,Available from 22 Jul,,30 Oct 17:05,Housing I.,"['PHP 179,000,000', '65, Castrillo, Quezon City, Metro Manila', 'Bedrooms:', '4', 'Area:', '500 m²', 'Bathrooms:', '4', 'Available from:', '22 Jul']",14.5998883,121.0647401,"65 Castrillo, Quezon City, Metro Manila, Philippines"
"Condo For Sale in 3rd Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/3br-unit-with-parking-for-sale-in-horizon-homes-at-shangri-la-at-the-fort-ad-144-ln548806,"PHP 300,000,000","3rd Avenue, Taguig, Metro Manila",,330 m²,3,3,Available from 22 Jul,,30 Oct 17:05,Housing I.,"['PHP 300,000,000', '3rd Avenue, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '330 m²', 'Bathrooms:', '3', 'Available from:', '22 Jul']",14.484207,121.0512433,"3rd Ave, Bagumbayan, Taguig, Metro Manila, Philippines"
"Condo For Sale in Bayani Road, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/bare-3br-unit-with-parking-for-sale-in-two-seasons-residences-ad-143-ln840926,"PHP 225,000,000","Bayani Road, Taguig, Metro Manila, 1630",,314 m²,3,4,Available from 22 Jul,,30 Oct 17:05,Housing I.,"['PHP 225,000,000', 'Bayani Road, Taguig, Metro Manila, 1630', 'Bedrooms:', '3', 'Area:', '314 m²', 'Bathrooms:', '4', 'Available from:', '22 Jul']",14.5250291,121.044492,"Bayani Rd, Taguig, 1630 Metro Manila, Philippines"
"Condo For Sale in Cruzada Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/bare-3br-unit-with-parking-for-sale-in-two-roxas-triangle-ad-142-ln118772,"PHP 130,000,000","Cruzada Street, Makati City, Metro Manila",,304 m²,3,4,Available from 22 Jul,,30 Oct 17:05,Housing I.,"['PHP 130,000,000', 'Cruzada Street, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '304 m²', 'Bathrooms:', '4', 'Available from:', '22 Jul']",14.5602124,121.0284584,"Cruzada St, Urdaneta, Makati City, Metro Manila, Philippines"
"Condo For Sale in Chateau Road, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/fully-furnished-3br-unit-with-parking-for-sale-in-st-moritz-private-estate-ad-141-ln495696,"PHP 138,750,000","Chateau Road, Taguig, Metro Manila",,218.5 m²,3,3,Available from 22 Jul,,30 Oct 17:05,Housing I.,"['PHP 138,750,000', 'Chateau Road, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '218.5 m²', 'Bathrooms:', '3', 'Available from:', '22 Jul']",14.5372936,121.0430016,"Chateau Rd, Fort Bonifacio, Taguig, Metro Manila, Philippines"
"Condo For Sale in 2, McKinley Parkway, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/semi-furnished-2br-unit-with-parking-for-sale-in-arya-residences-ad-140-ln752002,"PHP 75,000,000","2, McKinley Parkway, Makati City, Metro Manila, 1634",,196 m²,2,3,Available from 22 Jul,,30 Oct 17:05,Housing I.,"['PHP 75,000,000', '2, McKinley Parkway, Makati City, Metro Manila, 1634', 'Bedrooms:', '2', 'Area:', '196 m²', 'Bathrooms:', '3', 'Available from:', '22 Jul']",14.5465848,121.0486983,"The Plaza, 2 McKinley Pkwy, Makati City, 1634 Metro Manila, Philippines"
"House and Lot For Sale in Manila, Metro Manila",https://lifenavi.com/ph/properties/manila/for-sale/house-and-lot/brand-new-3br-townhousehouse-for-sale-in-otis-paco-manila-ad-139-ln989222,"PHP 64,963,500","Paco, Manila, Metro Manila",,241 m²,3,3,Available from 22 Jul,,30 Oct 17:05,Housing I.,"['PHP 64,963,500', 'Paco, Manila, Metro Manila', 'Bedrooms:', '3', 'Area:', '241 m²', 'Bathrooms:', '3', 'Available from:', '22 Jul']",14.5854543,120.9938545,"Paco, Manila, Metro Manila, Philippines"
"Condo For Sale in Cor, 11th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/fully-furnished-3br-unit-with-parking-for-sale-in-one-serendra-ad-138-ln199195,"PHP 60,000,000","Cor, 11th Avenue, Taguig, Metro Manila",,167 m²,3,3,Available from 22 Jul,,30 Oct 17:05,Housing I.,"['PHP 60,000,000', 'Cor, 11th Avenue, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '167 m²', 'Bathrooms:', '3', 'Available from:', '22 Jul']",14.5224445,121.0575673,"11th Ave, Taguig, Metro Manila, Philippines"
"Condo For Rent in Burgos Circle, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-2br-unit-with-parking-for-rent-in-bellagio-2-ad-137-ln765247,"PHP 115,000/ month","Burgos Circle, Taguig, Metro Manila",,91 m²,2,2,Available from 22 Jul,,30 Oct 17:05,Housing I.,"['PHP 115,000/ month', '/ month', 'Burgos Circle, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '91 m²', 'Bathrooms:', '2', 'Available from:', '22 Jul']",14.5530304,121.0445475,"Burgos Cir, Post Proper Northside, Taguig, Metro Manila, Philippines"
"House and Lot For Rent in Molave, Pasig",https://lifenavi.com/ph/properties/pasig/for-rent/house-and-lot/house-for-rent-in-valle-verde-3-ad-136-ln370036,"PHP 150,000/ month","Molave, Ortigas Center, Pasig, Metro Manila",,650 m²,3,3,Available from 23 Jul,,30 Oct 17:05,Housing I.,"['PHP 150,000/ month', '/ month', 'Molave, Ortigas Center, Pasig, Metro Manila', 'Bedrooms:', '3', 'Area:', '650 m²', 'Bathrooms:', '3', 'Available from:', '23 Jul']",14.5818224,121.0676887,"Molave, Ugong, Pasig, Metro Manila, Philippines"
"House and Lot For Rent in Pasig, Metro Manila",https://lifenavi.com/ph/properties/pasig/for-rent/house-and-lot/for-rent-3br-in-green-valley-townhomes-ad-135-ln492280,"PHP 100,000/ month","Pasig, Metro Manila",,225 m²,3,3,Available from 23 Jul,,30 Oct 17:04,Housing I.,"['PHP 100,000/ month', '/ month', 'Pasig, Metro Manila', 'Bedrooms:', '3', 'Area:', '225 m²', 'Bathrooms:', '3', 'Available from:', '23 Jul']",14.5608245,121.0776048,"Pasig, Metro Manila, Philippines"
"House and Lot For Rent in 22, San Felipe, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/house-and-lot/house-for-rent-in-magallanes-village-ad-133-ln588077,"PHP 250,000/ month","22, San Felipe, Makati City, Kalakhang Maynila, 1232",,680 m²,5+,3,Available from 23 Jul,,30 Oct 17:04,Housing I.,"['PHP 250,000/ month', '/ month', '22, San Felipe, Makati City, Kalakhang Maynila, 1232', 'Bedrooms:', '5+', 'Area:', '680 m²', 'Bathrooms:', '3', 'Available from:', '23 Jul']",14.5368609,121.0135794,"22 San Felipe, Makati, 1232 Kalakhang Maynila, Philippines"
"House and Lot For Rent in 22, San Felipe, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/house-and-lot/house-for-rent-in-magallanes-village-ad-132-ln216952,"PHP 180,000/ month","22, San Felipe, Makati City, Kalakhang Maynila, 1232",,690 m²,5+,3,Available from 23 Jul,,30 Oct 17:04,Housing I.,"['PHP 180,000/ month', '/ month', '22, San Felipe, Makati City, Kalakhang Maynila, 1232', 'Bedrooms:', '5+', 'Area:', '690 m²', 'Bathrooms:', '3', 'Available from:', '23 Jul']",14.5368609,121.0135794,"22 San Felipe, Makati, 1232 Kalakhang Maynila, Philippines"
"House and Lot For Rent in 22, San Felipe, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/house-and-lot/house-for-rent-in-magallanes-village-ad-131-ln500035,"PHP 200,000/ month","22, San Felipe, Makati City, Kalakhang Maynila, 1232",,400 m²,5+,6+,Available from 23 Jul,,30 Oct 17:04,Housing I.,"['PHP 200,000/ month', '/ month', '22, San Felipe, Makati City, Kalakhang Maynila, 1232', 'Bedrooms:', '5+', 'Area:', '400 m²', 'Bathrooms:', '6+', 'Available from:', '23 Jul']",14.5368609,121.0135794,"22 San Felipe, Makati, 1232 Kalakhang Maynila, Philippines"
"Condo For Rent in Perea, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-2br-sunrise-terraces-ad-130-ln321966,"PHP 70,000/ month","Perea, Legazpi Village, Makati City, Metro Manila",,146 m²,2,1,Available from 23 Jul,,30 Oct 17:04,Housing I.,"['PHP 70,000/ month', '/ month', 'Perea, Legazpi Village, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '146 m²', 'Bathrooms:', '1', 'Available from:', '23 Jul']",14.5545827,121.020837,"Perea, San Lorenzo, Makati, Kalakhang Maynila, Philippines"
"Condo For Rent in 1634, McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-3br-unit-with-parking-for-lease-in-two-serendra-ad-129-ln675915,"PHP 170,000/ month","1634, McKinley Parkway, Taguig, Metro Manila",,125 m²,3,2,Available from 23 Jul,,30 Oct 17:04,Housing I.,"['PHP 170,000/ month', '/ month', '1634, McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '125 m²', 'Bathrooms:', '2', 'Available from:', '23 Jul']",14.5470464,121.0546286,"Sm Aura Premier, 1634 McKinley Pkwy, Makati City, Metro Manila, Philippines"
"Condo For Rent in cor, 3rd Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-2br-unit-with-parking-for-lease-in-the-suites-ad-128-ln609866,"PHP 210,000/ month","cor, 3rd Avenue, Taguig, Metro Manila",,136 m²,2,2,Available from 23 Jul,,30 Oct 17:04,Housing I.,"['PHP 210,000/ month', '/ month', 'cor, 3rd Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '136 m²', 'Bathrooms:', '2', 'Available from:', '23 Jul']",14.484207,121.0512433,"3rd Ave, Bagumbayan, Taguig, Metro Manila, Philippines"
"Condo For Rent in Estrella, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-1br-for-lease-at-proscenium-ad-127-ln766790,"PHP 60,000/ month","Estrella, Makati City, Metro Manila",,64 m²,1,1,Available from 24 Jul,,30 Oct 17:04,Housing I.,"['PHP 60,000/ month', '/ month', 'Estrella, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '64 m²', 'Bathrooms:', '1', 'Available from:', '24 Jul']",14.5635098,121.0388541,"Estrella, Makati City, Metro Manila, Philippines"
"Office For Rent in 812, Antonio Arnaiz Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/office/as-is-where-is-office-space-in-san-lorenzo-village-ad-126-ln133108,"PHP 75,648/ month","812, Antonio Arnaiz Avenue, Makati City, Metro Manila, 1223",,94.56 m²,,,Vacant,Unfurnished,30 Oct 17:04,Housing I.,"['PHP 75,648/ month', '/ month', '812, Antonio Arnaiz Avenue, Makati City, Metro Manila, 1223', 'Status:', 'Vacant', 'Furnishing:', 'Unfurnished', 'Area:', '94.56 m²', 'Available from:', '24 Jul']",14.5510179,121.0171588,"812 Antonio Arnaiz Ave, Legazpi Village, Makati City, 1223 Metro Manila, Philippines"
